Chromosome,Start,B
3R,25173001,0.740620
3R,25174001,0.740838
3R,25175001,0.740973
3R,25176001,0.741028
3R,25177001,0.741004
3R,25178001,0.740902
3R,25179001,0.740722
3R,25180001,0.731751
3R,25181001,0.731009
3R,25182001,0.730185
3R,25183001,0.729276
3R,25184001,0.728279
3R,25185001,0.727189
3R,25186001,0.726002
3R,25187001,0.724713
3R,25188001,0.723314
3R,25189001,0.721799
3R,25190001,0.720267
3R,25191001,0.719073
3R,25192001,0.718249
3R,25193001,0.717531
3R,25194001,0.716877
3R,25195001,0.716108
3R,25196001,0.715387
3R,25197001,0.714695
3R,25198001,0.713935
3R,25199001,0.713290
3R,25200001,0.703704
3R,25201001,0.702444
3R,25202001,0.701084
3R,25203001,0.699678
3R,25204001,0.698301
3R,25205001,0.697090
3R,25206001,0.695752
3R,25207001,0.694273
3R,25208001,0.692646
3R,25209001,0.690831
3R,25210001,0.688848
3R,25211001,0.686908
3R,25212001,0.685171
3R,25213001,0.683702
3R,25214001,0.682322
3R,25215001,0.680899
3R,25216001,0.679347
3R,25217001,0.677733
3R,25218001,0.676196
3R,25219001,0.674652
3R,25220001,0.665019
3R,25221001,0.663985
3R,25222001,0.663028
3R,25223001,0.662222
3R,25224001,0.661514
3R,25225001,0.660858
3R,25226001,0.660362
3R,25227001,0.659933
3R,25228001,0.659451
3R,25229001,0.658905
3R,25230001,0.658249
3R,25231001,0.657496
3R,25232001,0.656636
3R,25233001,0.655664
3R,25234001,0.654623
3R,25235001,0.653695
3R,25236001,0.652764
3R,25237001,0.651717
3R,25238001,0.650625
3R,25239001,0.649545
3R,25240001,0.643479
3R,25241001,0.642348
3R,25242001,0.641206
3R,25243001,0.640099
3R,25244001,0.639043
3R,25245001,0.638067
3R,25246001,0.637036
3R,25247001,0.635952
3R,25248001,0.634817
3R,25249001,0.633732
3R,25250001,0.632619
3R,25251001,0.631574
3R,25252001,0.630661
3R,25253001,0.629875
3R,25254001,0.629210
3R,25255001,0.628671
3R,25256001,0.628256
3R,25257001,0.627950
3R,25258001,0.627750
3R,25259001,0.627564
3R,25260001,0.625709
3R,25261001,0.625300
3R,25262001,0.624912
3R,25263001,0.624550
3R,25264001,0.624272
3R,25265001,0.624114
3R,25266001,0.624034
3R,25267001,0.624032
3R,25268001,0.624060
3R,25269001,0.623985
3R,25270001,0.623814
3R,25271001,0.623686
3R,25272001,0.623616
3R,25273001,0.623620
3R,25274001,0.623627
3R,25275001,0.623704
3R,25276001,0.623775
3R,25277001,0.623914
3R,25278001,0.624011
3R,25279001,0.624102
3R,25280001,0.624916
3R,25281001,0.624712
3R,25282001,0.624477
3R,25283001,0.624312
3R,25284001,0.624159
3R,25285001,0.624069
3R,25286001,0.624015
3R,25287001,0.624014
3R,25288001,0.624038
3R,25289001,0.624105
3R,25290001,0.624129
3R,25291001,0.624224
3R,25292001,0.624373
3R,25293001,0.624573
3R,25294001,0.624765
3R,25295001,0.625007
3R,25296001,0.625200
3R,25297001,0.625408
3R,25298001,0.625685
3R,25299001,0.626030
3R,25300001,0.628810
3R,25301001,0.628981
3R,25302001,0.629223
3R,25303001,0.629529
3R,25304001,0.629901
3R,25305001,0.630343
3R,25306001,0.630802
3R,25307001,0.631268
3R,25308001,0.631795
3R,25309001,0.632246
3R,25310001,0.632688
3R,25311001,0.633209
3R,25312001,0.633796
3R,25313001,0.634405
3R,25314001,0.634922
3R,25315001,0.635414
3R,25316001,0.635980
3R,25317001,0.636579
3R,25318001,0.637250
3R,25319001,0.637948
3R,25320001,0.644932
3R,25321001,0.645501
3R,25322001,0.646091
3R,25323001,0.646716
3R,25324001,0.647369
3R,25325001,0.647992
3R,25326001,0.648468
3R,25327001,0.648793
3R,25328001,0.648967
3R,25329001,0.649024
3R,25330001,0.649068
3R,25331001,0.649185
3R,25332001,0.649307
3R,25333001,0.649520
3R,25334001,0.649831
3R,25335001,0.650222
3R,25336001,0.650669
3R,25337001,0.651250
3R,25338001,0.651979
3R,25339001,0.652865
3R,25340001,0.662726
3R,25341001,0.663569
3R,25342001,0.664539
3R,25343001,0.665682
3R,25344001,0.667002
3R,25345001,0.668452
3R,25346001,0.670063
3R,25347001,0.671796
3R,25348001,0.673556
3R,25349001,0.675295
3R,25350001,0.676901
3R,25351001,0.678375
3R,25352001,0.679746
3R,25353001,0.681029
3R,25354001,0.682227
3R,25355001,0.683422
3R,25356001,0.684778
3R,25357001,0.686302
3R,25358001,0.687981
3R,25359001,0.689825
3R,25360001,0.702028
3R,25361001,0.703808
3R,25362001,0.705496
3R,25363001,0.707096
3R,25364001,0.708611
3R,25365001,0.710046
3R,25366001,0.711403
3R,25367001,0.712686
3R,25368001,0.713896
3R,25369001,0.715037
3R,25370001,0.716109
3R,25371001,0.717114
3R,25372001,0.718055
3R,25373001,0.718931
3R,25374001,0.719745
3R,25375001,0.720495
3R,25376001,0.721184
3R,25377001,0.721810
3R,25378001,0.722375
3R,25379001,0.722876
3R,25380001,0.733548
3R,25381001,0.733760
3R,25382001,0.734166
3R,25383001,0.734748
3R,25384001,0.735396
3R,25385001,0.736186
3R,25386001,0.736940
3R,25387001,0.737638
3R,25388001,0.738280
3R,25389001,0.738867
3R,25390001,0.739400
3R,25391001,0.739879
3R,25392001,0.740305
3R,25393001,0.740676
3R,25394001,0.740993
3R,25395001,0.741255
3R,25396001,0.741461
3R,25397001,0.741734
3R,25398001,0.742199
3R,25399001,0.742949
3R,25400001,0.755266
3R,25401001,0.756276
3R,25402001,0.757250
3R,25403001,0.758180
3R,25404001,0.759067
3R,25405001,0.759914
3R,25406001,0.760725
3R,25407001,0.761500
3R,25408001,0.762243
3R,25409001,0.762955
3R,25410001,0.763638
3R,25411001,0.764294
3R,25412001,0.764923
3R,25413001,0.765527
3R,25414001,0.766108
3R,25415001,0.766666
3R,25416001,0.767203
3R,25417001,0.767719
3R,25418001,0.768217
3R,25419001,0.768695
3R,25420001,0.782763
3R,25421001,0.783012
3R,25422001,0.783232
3R,25423001,0.783423
3R,25424001,0.783588
3R,25425001,0.783727
3R,25426001,0.783841
3R,25427001,0.783932
3R,25428001,0.784000
3R,25429001,0.784046
3R,25430001,0.784070
3R,25431001,0.784074
3R,25432001,0.784057
3R,25433001,0.784021
3R,25434001,0.783964
3R,25435001,0.783888
3R,25436001,0.783792
3R,25437001,0.783677
3R,25438001,0.783543
3R,25439001,0.783390
3R,25440001,0.797299
3R,25441001,0.797046
3R,25442001,0.796767
3R,25443001,0.796463
3R,25444001,0.796133
3R,25445001,0.795777
3R,25446001,0.795393
3R,25447001,0.794980
3R,25448001,0.794539
3R,25449001,0.794067
3R,25450001,0.793564
3R,25451001,0.793027
3R,25452001,0.792456
3R,25453001,0.791849
3R,25454001,0.791204
3R,25455001,0.790518
3R,25456001,0.789791
3R,25457001,0.789018
3R,25458001,0.788197
3R,25459001,0.787326
3R,25460001,0.797097
3R,25461001,0.796002
3R,25462001,0.794846
3R,25463001,0.793626
3R,25464001,0.792334
3R,25465001,0.790966
3R,25466001,0.789515
3R,25467001,0.787972
3R,25468001,0.786330
3R,25469001,0.784578
3R,25470001,0.782706
3R,25471001,0.780701
3R,25472001,0.778550
3R,25473001,0.776243
3R,25474001,0.774002
3R,25475001,0.772139
3R,25476001,0.770630
3R,25477001,0.769420
3R,25478001,0.768337
3R,25479001,0.767463
3R,25480001,0.774072
3R,25481001,0.773858
3R,25482001,0.773990
3R,25483001,0.774163
3R,25484001,0.774488
3R,25485001,0.775103
3R,25486001,0.775718
3R,25487001,0.776468
3R,25488001,0.777578
3R,25489001,0.778909
3R,25490001,0.780155
3R,25491001,0.781210
3R,25492001,0.782368
3R,25493001,0.783901
3R,25494001,0.785468
3R,25495001,0.786990
3R,25496001,0.788371
3R,25497001,0.789615
3R,25498001,0.790730
3R,25499001,0.791720
3R,25500001,0.796801
3R,25501001,0.797560
3R,25502001,0.798205
3R,25503001,0.798735
3R,25504001,0.799150
3R,25505001,0.799491
3R,25506001,0.800039
3R,25507001,0.800948
3R,25508001,0.802343
3R,25509001,0.803825
3R,25510001,0.805211
3R,25511001,0.806510
3R,25512001,0.807729
3R,25513001,0.808876
3R,25514001,0.809957
3R,25515001,0.810975
3R,25516001,0.811938
3R,25517001,0.812847
3R,25518001,0.813707
3R,25519001,0.814525
3R,25520001,0.817137
3R,25521001,0.817949
3R,25522001,0.818717
3R,25523001,0.819445
3R,25524001,0.820136
3R,25525001,0.820792
3R,25526001,0.821415
3R,25527001,0.822008
3R,25528001,0.822571
3R,25529001,0.823108
3R,25530001,0.823619
3R,25531001,0.824106
3R,25532001,0.824571
3R,25533001,0.825013
3R,25534001,0.825435
3R,25535001,0.825837
3R,25536001,0.826220
3R,25537001,0.826585
3R,25538001,0.826933
3R,25539001,0.827264
3R,25540001,0.828384
3R,25541001,0.828556
3R,25542001,0.828713
3R,25543001,0.828857
3R,25544001,0.828986
3R,25545001,0.829102
3R,25546001,0.829205
3R,25547001,0.829294
3R,25548001,0.829371
3R,25549001,0.829434
3R,25550001,0.829485
3R,25551001,0.829522
3R,25552001,0.829547
3R,25553001,0.829558
3R,25554001,0.829556
3R,25555001,0.829540
3R,25556001,0.829511
3R,25557001,0.829467
3R,25558001,0.829408
3R,25559001,0.829334
3R,25560001,0.827597
3R,25561001,0.827326
3R,25562001,0.827039
3R,25563001,0.826734
3R,25564001,0.826426
3R,25565001,0.826120
3R,25566001,0.825793
3R,25567001,0.825445
3R,25568001,0.825075
3R,25569001,0.824681
3R,25570001,0.824262
3R,25571001,0.823815
3R,25572001,0.823339
3R,25573001,0.822832
3R,25574001,0.822290
3R,25575001,0.821728
3R,25576001,0.821136
3R,25577001,0.820500
3R,25578001,0.819816
3R,25579001,0.819078
3R,25580001,0.814648
3R,25581001,0.813644
3R,25582001,0.812919
3R,25583001,0.812591
3R,25584001,0.812281
3R,25585001,0.811894
3R,25586001,0.811432
3R,25587001,0.810893
3R,25588001,0.810277
3R,25589001,0.809583
3R,25590001,0.808805
3R,25591001,0.807941
3R,25592001,0.807062
3R,25593001,0.806332
3R,25594001,0.805691
3R,25595001,0.805105
3R,25596001,0.804718
3R,25597001,0.804248
3R,25598001,0.803668
3R,25599001,0.802989
3R,25600001,0.795678
3R,25601001,0.795268
3R,25602001,0.794780
3R,25603001,0.794169
3R,25604001,0.793435
3R,25605001,0.792577
3R,25606001,0.791594
3R,25607001,0.790481
3R,25608001,0.789235
3R,25609001,0.787920
3R,25610001,0.786503
3R,25611001,0.784962
3R,25612001,0.783533
3R,25613001,0.782013
3R,25614001,0.780434
3R,25615001,0.778831
3R,25616001,0.777018
3R,25617001,0.774976
3R,25618001,0.772718
3R,25619001,0.770583
3R,25620001,0.761919
3R,25621001,0.761329
3R,25622001,0.760716
3R,25623001,0.760232
3R,25624001,0.759810
3R,25625001,0.759406
3R,25626001,0.759148
3R,25627001,0.758961
3R,25628001,0.758744
3R,25629001,0.758488
3R,25630001,0.758193
3R,25631001,0.757860
3R,25632001,0.757487
3R,25633001,0.757074
3R,25634001,0.756622
3R,25635001,0.756129
3R,25636001,0.755595
3R,25637001,0.755020
3R,25638001,0.754403
3R,25639001,0.753743
3R,25640001,0.750655
3R,25641001,0.750265
3R,25642001,0.749865
3R,25643001,0.749456
3R,25644001,0.749036
3R,25645001,0.748605
3R,25646001,0.748164
3R,25647001,0.747712
3R,25648001,0.747249
3R,25649001,0.746795
3R,25650001,0.746396
3R,25651001,0.746005
3R,25652001,0.745602
3R,25653001,0.745189
3R,25654001,0.744815
3R,25655001,0.744517
3R,25656001,0.744298
3R,25657001,0.744168
3R,25658001,0.744114
3R,25659001,0.744077
3R,25660001,0.743491
3R,25661001,0.743421
3R,25662001,0.743345
3R,25663001,0.743298
3R,25664001,0.743323
3R,25665001,0.743391
3R,25666001,0.743452
3R,25667001,0.743503
3R,25668001,0.743548
3R,25669001,0.743588
3R,25670001,0.743665
3R,25671001,0.743755
3R,25672001,0.743839
3R,25673001,0.743914
3R,25674001,0.743977
3R,25675001,0.744029
3R,25676001,0.744109
3R,25677001,0.744257
3R,25678001,0.744472
3R,25679001,0.744749
3R,25680001,0.745480
3R,25681001,0.745782
3R,25682001,0.746144
3R,25683001,0.746534
3R,25684001,0.746926
3R,25685001,0.747340
3R,25686001,0.747783
3R,25687001,0.748265
3R,25688001,0.748744
3R,25689001,0.749214
3R,25690001,0.749672
3R,25691001,0.750121
3R,25692001,0.750559
3R,25693001,0.750986
3R,25694001,0.751404
3R,25695001,0.751812
3R,25696001,0.752209
3R,25697001,0.752597
3R,25698001,0.752976
3R,25699001,0.753344
3R,25700001,0.754438
3R,25701001,0.754727
3R,25702001,0.755034
3R,25703001,0.755336
3R,25704001,0.755629
3R,25705001,0.755914
3R,25706001,0.756199
3R,25707001,0.756525
3R,25708001,0.756931
3R,25709001,0.757363
3R,25710001,0.757811
3R,25711001,0.758260
3R,25712001,0.758700
3R,25713001,0.759135
3R,25714001,0.759578
3R,25715001,0.760021
3R,25716001,0.760457
3R,25717001,0.760885
3R,25718001,0.761307
3R,25719001,0.761730
3R,25720001,0.770297
3R,25721001,0.771431
3R,25722001,0.772481
3R,25723001,0.773490
3R,25724001,0.774423
3R,25725001,0.775279
3R,25726001,0.776058
3R,25727001,0.776766
3R,25728001,0.777405
3R,25729001,0.777976
3R,25730001,0.778482
3R,25731001,0.778925
3R,25732001,0.779306
3R,25733001,0.779625
3R,25734001,0.779883
3R,25735001,0.780081
3R,25736001,0.780219
3R,25737001,0.780296
3R,25738001,0.780312
3R,25739001,0.780323
3R,25740001,0.791749
3R,25741001,0.791430
3R,25742001,0.791075
3R,25743001,0.790760
3R,25744001,0.790386
3R,25745001,0.790166
3R,25746001,0.790338
3R,25747001,0.790698
3R,25748001,0.791077
3R,25749001,0.791459
3R,25750001,0.791847
3R,25751001,0.792164
3R,25752001,0.792426
3R,25753001,0.792643
3R,25754001,0.792806
3R,25755001,0.792958
3R,25756001,0.793051
3R,25757001,0.793078
3R,25758001,0.793040
3R,25759001,0.793045
3R,25760001,0.801507
3R,25761001,0.801387
3R,25762001,0.801228
3R,25763001,0.801007
3R,25764001,0.800722
3R,25765001,0.800372
3R,25766001,0.799955
3R,25767001,0.799469
3R,25768001,0.798912
3R,25769001,0.798278
3R,25770001,0.797565
3R,25771001,0.796767
3R,25772001,0.795879
3R,25773001,0.794910
3R,25774001,0.794132
3R,25775001,0.793740
3R,25776001,0.793723
3R,25777001,0.794068
3R,25778001,0.794752
3R,25779001,0.795494
3R,25780001,0.801019
3R,25781001,0.801476
3R,25782001,0.801840
3R,25783001,0.802113
3R,25784001,0.802299
3R,25785001,0.802397
3R,25786001,0.802409
3R,25787001,0.802486
3R,25788001,0.802661
3R,25789001,0.803111
3R,25790001,0.803812
3R,25791001,0.804593
3R,25792001,0.805304
3R,25793001,0.805944
3R,25794001,0.806517
3R,25795001,0.807025
3R,25796001,0.807473
3R,25797001,0.807862
3R,25798001,0.808194
3R,25799001,0.808470
3R,25800001,0.811075
3R,25801001,0.811211
3R,25802001,0.811293
3R,25803001,0.811320
3R,25804001,0.811292
3R,25805001,0.811208
3R,25806001,0.811073
3R,25807001,0.811001
3R,25808001,0.810917
3R,25809001,0.810771
3R,25810001,0.810559
3R,25811001,0.810324
3R,25812001,0.810309
3R,25813001,0.810586
3R,25814001,0.810899
3R,25815001,0.811151
3R,25816001,0.811566
3R,25817001,0.812167
3R,25818001,0.812719
3R,25819001,0.813212
3R,25820001,0.814738
3R,25821001,0.814992
3R,25822001,0.815185
3R,25823001,0.815318
3R,25824001,0.815394
3R,25825001,0.815412
3R,25826001,0.815373
3R,25827001,0.815276
3R,25828001,0.815119
3R,25829001,0.814916
3R,25830001,0.814776
3R,25831001,0.814687
3R,25832001,0.814695
3R,25833001,0.814897
3R,25834001,0.815077
3R,25835001,0.815197
3R,25836001,0.815257
3R,25837001,0.815259
3R,25838001,0.815203
3R,25839001,0.815089
3R,25840001,0.816733
3R,25841001,0.816275
3R,25842001,0.815891
3R,25843001,0.815711
3R,25844001,0.815482
3R,25845001,0.815186
3R,25846001,0.814823
3R,25847001,0.814391
3R,25848001,0.813889
3R,25849001,0.813315
3R,25850001,0.812667
3R,25851001,0.812088
3R,25852001,0.811682
3R,25853001,0.811585
3R,25854001,0.811782
3R,25855001,0.811941
3R,25856001,0.812024
3R,25857001,0.812034
3R,25858001,0.811976
3R,25859001,0.811849
3R,25860001,0.812686
3R,25861001,0.812343
3R,25862001,0.811933
3R,25863001,0.811458
3R,25864001,0.810916
3R,25865001,0.810306
3R,25866001,0.809626
3R,25867001,0.808891
3R,25868001,0.808177
3R,25869001,0.807546
3R,25870001,0.806958
3R,25871001,0.806313
3R,25872001,0.805585
3R,25873001,0.804772
3R,25874001,0.803872
3R,25875001,0.802930
3R,25876001,0.802115
3R,25877001,0.801389
3R,25878001,0.800585
3R,25879001,0.799681
3R,25880001,0.799098
3R,25881001,0.797945
3R,25882001,0.796701
3R,25883001,0.795338
3R,25884001,0.793851
3R,25885001,0.792239
3R,25886001,0.790685
3R,25887001,0.789354
3R,25888001,0.788037
3R,25889001,0.786556
3R,25890001,0.785043
3R,25891001,0.783708
3R,25892001,0.782670
3R,25893001,0.781704
3R,25894001,0.780839
3R,25895001,0.780219
3R,25896001,0.779553
3R,25897001,0.778967
3R,25898001,0.778569
3R,25899001,0.778512
3R,25900001,0.777743
3R,25901001,0.777700
3R,25902001,0.777870
3R,25903001,0.778096
3R,25904001,0.778553
3R,25905001,0.778922
3R,25906001,0.779087
3R,25907001,0.779056
3R,25908001,0.778996
3R,25909001,0.778870
3R,25910001,0.778580
3R,25911001,0.778239
3R,25912001,0.778051
3R,25913001,0.778004
3R,25914001,0.778101
3R,25915001,0.778374
3R,25916001,0.778783
3R,25917001,0.779398
3R,25918001,0.780198
3R,25919001,0.781214
3R,25920001,0.781811
3R,25921001,0.783200
3R,25922001,0.784819
3R,25923001,0.786514
3R,25924001,0.788039
3R,25925001,0.789677
3R,25926001,0.791483
3R,25927001,0.793182
3R,25928001,0.794729
3R,25929001,0.796135
3R,25930001,0.797410
3R,25931001,0.798564
3R,25932001,0.799603
3R,25933001,0.800533
3R,25934001,0.801361
3R,25935001,0.802091
3R,25936001,0.802727
3R,25937001,0.803271
3R,25938001,0.803726
3R,25939001,0.804095
3R,25940001,0.803953
3R,25941001,0.804132
3R,25942001,0.804410
3R,25943001,0.804627
3R,25944001,0.804756
3R,25945001,0.804801
3R,25946001,0.804761
3R,25947001,0.804637
3R,25948001,0.804427
3R,25949001,0.804130
3R,25950001,0.803745
3R,25951001,0.803269
3R,25952001,0.802698
3R,25953001,0.802028
3R,25954001,0.801254
3R,25955001,0.800370
3R,25956001,0.799370
3R,25957001,0.798243
3R,25958001,0.796982
3R,25959001,0.795590
3R,25960001,0.793475
3R,25961001,0.792534
3R,25962001,0.791716
3R,25963001,0.790729
3R,25964001,0.789719
3R,25965001,0.789041
3R,25966001,0.788800
3R,25967001,0.788818
3R,25968001,0.788700
3R,25969001,0.788395
3R,25970001,0.787906
3R,25971001,0.787263
3R,25972001,0.786467
3R,25973001,0.785714
3R,25974001,0.784877
3R,25975001,0.783835
3R,25976001,0.782581
3R,25977001,0.781107
3R,25978001,0.779632
3R,25979001,0.778515
3R,25980001,0.777472
3R,25981001,0.776796
3R,25982001,0.776076
3R,25983001,0.775090
3R,25984001,0.774069
3R,25985001,0.773300
3R,25986001,0.772814
3R,25987001,0.772629
3R,25988001,0.772780
3R,25989001,0.773242
3R,25990001,0.774045
3R,25991001,0.775212
3R,25992001,0.776546
3R,25993001,0.777857
3R,25994001,0.779201
3R,25995001,0.780403
3R,25996001,0.781449
3R,25997001,0.782511
3R,25998001,0.783585
3R,25999001,0.784628
3R,26000001,0.785283
3R,26001001,0.786210
3R,26002001,0.786975
3R,26003001,0.787565
3R,26004001,0.787985
3R,26005001,0.788276
3R,26006001,0.788686
3R,26007001,0.789012
3R,26008001,0.789178
3R,26009001,0.789186
3R,26010001,0.789035
3R,26011001,0.788823
3R,26012001,0.788625
3R,26013001,0.788266
3R,26014001,0.787739
3R,26015001,0.787171
3R,26016001,0.786603
3R,26017001,0.786060
3R,26018001,0.785554
3R,26019001,0.784854
3R,26020001,0.782875
3R,26021001,0.782405
3R,26022001,0.781939
3R,26023001,0.781568
3R,26024001,0.781207
3R,26025001,0.780894
3R,26026001,0.780542
3R,26027001,0.780145
3R,26028001,0.779702
3R,26029001,0.779244
3R,26030001,0.778851
3R,26031001,0.778423
3R,26032001,0.777945
3R,26033001,0.777443
3R,26034001,0.776926
3R,26035001,0.776356
3R,26036001,0.775732
3R,26037001,0.775081
3R,26038001,0.774490
3R,26039001,0.773859
3R,26040001,0.772362
3R,26041001,0.771940
3R,26042001,0.771511
3R,26043001,0.771059
3R,26044001,0.770605
3R,26045001,0.770168
3R,26046001,0.769752
3R,26047001,0.769374
3R,26048001,0.769096
3R,26049001,0.768876
3R,26050001,0.768666
3R,26051001,0.768572
3R,26052001,0.768600
3R,26053001,0.768678
3R,26054001,0.768822
3R,26055001,0.769024
3R,26056001,0.769315
3R,26057001,0.769711
3R,26058001,0.770231
3R,26059001,0.770828
3R,26060001,0.771673
3R,26061001,0.772242
3R,26062001,0.772886
3R,26063001,0.773540
3R,26064001,0.774169
3R,26065001,0.774772
3R,26066001,0.775350
3R,26067001,0.775903
3R,26068001,0.776431
3R,26069001,0.776936
3R,26070001,0.777417
3R,26071001,0.777875
3R,26072001,0.778310
3R,26073001,0.778722
3R,26074001,0.779112
3R,26075001,0.779480
3R,26076001,0.779826
3R,26077001,0.780156
3R,26078001,0.780565
3R,26079001,0.781092
3R,26080001,0.783522
3R,26081001,0.784044
3R,26082001,0.784573
3R,26083001,0.785113
3R,26084001,0.785642
3R,26085001,0.786167
3R,26086001,0.786682
3R,26087001,0.787181
3R,26088001,0.787671
3R,26089001,0.788169
3R,26090001,0.788651
3R,26091001,0.789116
3R,26092001,0.789566
3R,26093001,0.790000
3R,26094001,0.790418
3R,26095001,0.790820
3R,26096001,0.791223
3R,26097001,0.791662
3R,26098001,0.792099
3R,26099001,0.792528
3R,26100001,0.794793
3R,26101001,0.795147
3R,26102001,0.795489
3R,26103001,0.795818
3R,26104001,0.796135
3R,26105001,0.796438
3R,26106001,0.796730
3R,26107001,0.797009
3R,26108001,0.797276
3R,26109001,0.797531
3R,26110001,0.797775
3R,26111001,0.798006
3R,26112001,0.798226
3R,26113001,0.798433
3R,26114001,0.798630
3R,26115001,0.798814
3R,26116001,0.798987
3R,26117001,0.799149
3R,26118001,0.799299
3R,26119001,0.799437
3R,26120001,0.804988
3R,26121001,0.804766
3R,26122001,0.804525
3R,26123001,0.804264
3R,26124001,0.803987
3R,26125001,0.803728
3R,26126001,0.803455
3R,26127001,0.803254
3R,26128001,0.803200
3R,26129001,0.803186
3R,26130001,0.803266
3R,26131001,0.803334
3R,26132001,0.803379
3R,26133001,0.803400
3R,26134001,0.803399
3R,26135001,0.803423
3R,26136001,0.803653
3R,26137001,0.804067
3R,26138001,0.804498
3R,26139001,0.804908
3R,26140001,0.813004
3R,26141001,0.813319
3R,26142001,0.813615
3R,26143001,0.813891
3R,26144001,0.814150
3R,26145001,0.814390
3R,26146001,0.814613
3R,26147001,0.814820
3R,26148001,0.815011
3R,26149001,0.815186
3R,26150001,0.815346
3R,26151001,0.815491
3R,26152001,0.815621
3R,26153001,0.815737
3R,26154001,0.815839
3R,26155001,0.815928
3R,26156001,0.816002
3R,26157001,0.816063
3R,26158001,0.816111
3R,26159001,0.816145
3R,26160001,0.822867
3R,26161001,0.822806
3R,26162001,0.822731
3R,26163001,0.822642
3R,26164001,0.822540
3R,26165001,0.822424
3R,26166001,0.822294
3R,26167001,0.822150
3R,26168001,0.821992
3R,26169001,0.821818
3R,26170001,0.821630
3R,26171001,0.821426
3R,26172001,0.821207
3R,26173001,0.820971
3R,26174001,0.820718
3R,26175001,0.820449
3R,26176001,0.820161
3R,26177001,0.819855
3R,26178001,0.819531
3R,26179001,0.819186
3R,26180001,0.824360
3R,26181001,0.823957
3R,26182001,0.823531
3R,26183001,0.823082
3R,26184001,0.822654
3R,26185001,0.822304
3R,26186001,0.822012
3R,26187001,0.821767
3R,26188001,0.821657
3R,26189001,0.821720
3R,26190001,0.821979
3R,26191001,0.822442
3R,26192001,0.822966
3R,26193001,0.823465
3R,26194001,0.823940
3R,26195001,0.824391
3R,26196001,0.824821
3R,26197001,0.825229
3R,26198001,0.825617
3R,26199001,0.825986
3R,26200001,0.831304
3R,26201001,0.831547
3R,26202001,0.831773
3R,26203001,0.831983
3R,26204001,0.832178
3R,26205001,0.832359
3R,26206001,0.832526
3R,26207001,0.832679
3R,26208001,0.832818
3R,26209001,0.832944
3R,26210001,0.833058
3R,26211001,0.833159
3R,26212001,0.833247
3R,26213001,0.833324
3R,26214001,0.833388
3R,26215001,0.833441
3R,26216001,0.833481
3R,26217001,0.833510
3R,26218001,0.833528
3R,26219001,0.833533
3R,26220001,0.839387
3R,26221001,0.839335
3R,26222001,0.839243
3R,26223001,0.839108
3R,26224001,0.838930
3R,26225001,0.838707
3R,26226001,0.838438
3R,26227001,0.838119
3R,26228001,0.837747
3R,26229001,0.837320
3R,26230001,0.836835
3R,26231001,0.836493
3R,26232001,0.836638
3R,26233001,0.837235
3R,26234001,0.837900
3R,26235001,0.838508
3R,26236001,0.839062
3R,26237001,0.839568
3R,26238001,0.840027
3R,26239001,0.840444
3R,26240001,0.845636
3R,26241001,0.846014
3R,26242001,0.846347
3R,26243001,0.846636
3R,26244001,0.846884
3R,26245001,0.847090
3R,26246001,0.847257
3R,26247001,0.847385
3R,26248001,0.847473
3R,26249001,0.847521
3R,26250001,0.847530
3R,26251001,0.847497
3R,26252001,0.847421
3R,26253001,0.847301
3R,26254001,0.847133
3R,26255001,0.846926
3R,26256001,0.846733
3R,26257001,0.846696
3R,26258001,0.847050
3R,26259001,0.847465
3R,26260001,0.850441
3R,26261001,0.850661
3R,26262001,0.850835
3R,26263001,0.850963
3R,26264001,0.851046
3R,26265001,0.851083
3R,26266001,0.851075
3R,26267001,0.851019
3R,26268001,0.850932
3R,26269001,0.851116
3R,26270001,0.851631
3R,26271001,0.852184
3R,26272001,0.852693
3R,26273001,0.853164
3R,26274001,0.853599
3R,26275001,0.854048
3R,26276001,0.854492
3R,26277001,0.854909
3R,26278001,0.855300
3R,26279001,0.855669
3R,26280001,0.856499
3R,26281001,0.856774
3R,26282001,0.857030
3R,26283001,0.857268
3R,26284001,0.857489
3R,26285001,0.857694
3R,26286001,0.857883
3R,26287001,0.858059
3R,26288001,0.858221
3R,26289001,0.858370
3R,26290001,0.858506
3R,26291001,0.858631
3R,26292001,0.858744
3R,26293001,0.858846
3R,26294001,0.858938
3R,26295001,0.859018
3R,26296001,0.859089
3R,26297001,0.859149
3R,26298001,0.859199
3R,26299001,0.859239
3R,26300001,0.857198
3R,26301001,0.857145
3R,26302001,0.857082
3R,26303001,0.857008
3R,26304001,0.856924
3R,26305001,0.856828
3R,26306001,0.856721
3R,26307001,0.856602
3R,26308001,0.856471
3R,26309001,0.856327
3R,26310001,0.856169
3R,26311001,0.855998
3R,26312001,0.855812
3R,26313001,0.855610
3R,26314001,0.855391
3R,26315001,0.855155
3R,26316001,0.854900
3R,26317001,0.854624
3R,26318001,0.854327
3R,26319001,0.854007
3R,26320001,0.849768
3R,26321001,0.849570
3R,26322001,0.849365
3R,26323001,0.849151
3R,26324001,0.848930
3R,26325001,0.848700
3R,26326001,0.848461
3R,26327001,0.848213
3R,26328001,0.847955
3R,26329001,0.847686
3R,26330001,0.847407
3R,26331001,0.847125
3R,26332001,0.846893
3R,26333001,0.846661
3R,26334001,0.846415
3R,26335001,0.846155
3R,26336001,0.845882
3R,26337001,0.845593
